Well Id,Oil_prod,Water_prod
14/19a-E2,2632650,1242518
14/19a-E4,252,252
14/19a-E5,2603712,1198229
14/19a-E6,1990551,642267
14/19a-E7,2551751,635196
14/19a-E9,2523483,859424
14/19-C47,3293778,463109
14/19-C70,1282447,919520
14/19-E12,1245708,275854
15/16-10,706405,120
15/16-11,4204240,1127416
15/16-12,22605,0
15/16-15,96673,0
15/16a-T10Y,7655856,6056958
15/16a-T11,547305,237280
15/16-T1,444781,32610
15/16-T14,860647,197063
15/16-T15,951263,532482
15/16-T16,1007929,957
15/16-T18,143560,85697
15/16-T1Z,1439841,1505
15/16-T2,571026,240613
15/16-T3,1743531,464604
15/16-T4,866,16
15/16-T6,1251299,302352
15/16-T7Y,61349,52108
15/16-T8,7316446,2462498
15/16-T9,251267,114206
15/17-A1,3963077,623401
15/17-A12,1095915,442899
15/17-A2,2792126,1445104
15/17-A4,1012971,130787
15/17-A5,2647,917
15/17-A6,4221842,1076145
15/17-A7,408023,47893
15/17-A8,2667090,847207
15/21a-A2,3964545,395033
15/21a-A3,7639137,2998342
15/21a-A4,4379668,30784
15/21a-E1Y,3843026,1807831
15/21a-E2Z,1111949,418316
15/22-D1,4505833,878984
15/22-D2,8685452,4327892
15/22-D3,3581367,1544238
15/22-D4,5940848,1900368
15/22-F1,1254703,620288
15/22-F3Z,102993,2991
15/22-F4,14382,88
15/22-G1Z,2391711,864792
15/22-G2,3227246,339984
15/22-J1,4973734,2874592
15/22-J10,76802,59
15/22-J11,2220563,826353
15/22-J14,3413853,2238885
15/22-J16,947935,33525
15/22-J18Z,48780,3022
15/22-J2,2253546,794288
15/22-J20Y,48295,1925
15/22-J3Z,1938965,446966
15/22-J4,5954819,1957605
15/22-J5Z,1026539,87508
15/22-J6,1098307,22157
15/22-J7,5162930,2501945
15/22-J8,401178,93448
15/22-J9,219608,1898
15/28b-7Z,257087,3750
16/06a-V1,1254708,11615
16/07a-W1Z,984840,59167
16/07a-W2,379224,34202
16/07a-W3,1000634,54589
16/07a-W6,296060,1779
16/12a-8,0,0
16/17-A1,2366811,256206
16/17-A10,324523,67864
16/17-A11Z,54816,939
16/17-A2,3109647,56812
16/17-A3,1638950,399266
16/17-A4,1461435,131636
16/17-A5Z,1392920,380425
16/17-A8,24469,445
16/17-A9,650,0
16/17-B1,2783030,61413
16/17-B2,1017534,7751
16/17-B3,1606826,170025
16/17-B4,767118,6145
16/17-C1Z,1366151,11182
16/17-C2,887171,3477
16/17-C3,1255764,437501
16/17-C4,1062199,9244
16/17-C5Y,98417,404
16/21a-2,203945,123344
16/21a-20Z,887974,727118
204/20-5,2044001,3404
204/20-C10,395001,315
204/20-C11,109048,68
204/20-C12,0,0
204/20-C3,1130220,2753
204/20-C5,484409,674
204/20-C6,191381,328
204/20-C7,157768,357
204/20-W1,378664,321
204/20-W2,817933,1095
204/20-W4,530019,570
204/20-W5,142327,159
21/25-10,2085736,1391310
21/25-T1,4237485,7966
210/25-1,14446677,1463663
210/25-2,35752748,10430608
210/25a-A10Z,1108306,98350
210/25a-A12Z,836100,43410
210/25a-A13,7262770,3198120
210/25a-A14,9738392,4062240
210/25a-A15,2692670,1253147
210/25a-A17,520312,169049
210/25a-A18Y,674258,476022
210/25a-A20,3697964,1181932
210/25a-A21,1174800,349606
210/25a-A22Z,511840,30509
210/25a-A23Z,745611,454039
210/25a-A24,493314,14720
210/25a-A26,97607,1605
210/25a-A27,793662,458636
210/25a-A28,309106,205386
210/25a-A29,129604,54380
210/25a-A4,23907179,111205
210/25a-A6,27354276,8485804
210/25a-A7,13639680,3623332
210/25a-A9,16713844,3130964
211/12a-22,1936462,38886
211/18-A1,604847,551216
211/18-A10,3273094,3127667
211/18-A11,2493465,2377439
211/18-A12,271409,159552
211/18-A13,25578,18923
211/18-A14,449952,323104
211/18-A15,34566,18717
211/18-A16,345175,313354
211/18-A17,153079,130059
211/18-A18,0,0
211/18-A19,8745783,8367470
211/18-A2,2390160,1998066
211/18-A20,1268609,1030538
211/18-A21,2163306,1929225
211/18-A22,0,0
211/18-A23,33377,5738
211/18-A24,0,0
211/18-A25,4275559,4069443
211/18-A25Z,99608,92697
211/18-A26,5766278,5545822
211/18-A27,4396605,4127067
211/18-A28,0,0
211/18-A29,1438327,1345570
211/18-A29Z,0,0
211/18-A3,725,631
211/18-A30,255260,220808
211/18-A31,10686216,9131637
211/18-A32,1047898,918760
211/18-A33,1526704,1447590
211/18-A34,3330846,1906187
211/18-A35,1393379,1229414
211/18-A36,640080,516109
211/18-A37,435952,357520
211/18-A38,84392,772
211/18-A39,693764,626418
211/18-A4,3027624,2611299
211/18-A40,1359207,1183692
211/18-A41,3442676,3151906
211/18-A42,9295907,8773591
211/18-A43,4624773,3779798
211/18-A45,5642922,5329246
211/18-A45Z,836168,738936
211/18-A46,1376671,492783
211/18-A47,4576152,4114517
211/18-A49,6308056,5943148
211/18-A5,2248157,2156101
211/18-A50,4088823,3906728
211/18-A52,6432784,5651925
211/18-A53,4748882,3880281
211/18-A7,3052826,2876985
211/18-A8,2395444,2259745
211/18-A9,119492,104925
3/04a-14,349997,293041
3/04a-9,1553330,800355
3/04a-M1,451403,451403
3/04a-M10,4126799,2953249
3/04a-M11,1662458,1402411
3/04a-M12,296,296
3/04a-M2,43143,43143
3/04a-M2Z,0,0
3/04a-M3,1858455,1301267
3/04a-M4,405928,405928
3/04a-M7,2571428,1889145
3/04a-M8,69193,69193
3/04a-M9,2920288,1769811
3/08b-10,105775,795
3/08b-14,548709,3821
N33/09-A10,2402690,608339
N33/09-A11,14481749,4432882
N33/09-A12,7824824,104490
N33/09-A13,8406090,1363840
N33/09-A15,8186193,2739428
N33/09-A16,17978679,3836954
N33/09-A17,14229265,4728631
N33/09-A18,11180782,4885044
N33/09-A2,14454641,2799042
N33/09-A20,15445148,2717954
N33/09-A22,39242,8857
N33/09-A23,12528045,1791151
N33/09-A24,10303461,5777300
N33/09-A27,1110057,633426
N33/09-A28,12951032,6770042
N33/09-A29,2969477,457605
N33/09-A3,16784,0
N33/09-A31,15271350,4346223
N33/09-A32,13958828,2480852
N33/09-A33,16330506,5757908
N33/09-A34,10762829,2398553
N33/09-A35,1807823,752489
N33/09-A37,3976930,471183
N33/09-A38,9106705,694912
N33/09-A39,6190,0
N33/09-A40,6175263,2279006
N33/09-A41,16194663,3764126
N33/09-A42,16624,0
N33/09-A6,23333078,3859906
N33/09-A7,15751731,4674059
N33/09-A8,940425,277331
N33/09-C08,2806480,1862702
N33/09-C10,1969427,1212224
N33/09-C11,192270,28882
N33/09-C12,16835447,4085076
N33/09-C13,743430,0
N33/09-C15,12885825,2664591
N33/09-C16,11927697,2094481
N33/09-C17,1958778,683783
N33/09-C18,744621,384283
N33/09-C19,212991,146907
N33/09-C2,64970,17049
N33/09-C20,949307,104506
N33/09-C21,9818786,2068705
N33/09-C22,2920341,1909076
N33/09-C23,464570,192338
N33/09-C24,3364797,2158814
N33/09-C26,8972747,3213726
N33/09-C27,3878285,835612
N33/09-C28,13907980,2084867
N33/09-C29,967181,69832
N33/09-C3,4108135,2576578
N33/09-C31,7763177,4365490
N33/09-C32,17143157,1749193
N33/09-C33,7654644,1487034
N33/09-C34,84452,0
N33/09-C36,1885890,822620
N33/09-C37,12053027,2469912
N33/09-C38,19195247,3841571
N33/09-C39,6161773,3541790
N33/09-C40,1265931,808344
N33/09-C41,2581473,1001314
N33/09-C42,14983331,4356577
N33/09-C5,10819226,4543140
N33/09-C6,8184076,4408300
N33/09-C7,12201094,4878850
N33/12-B10,13071599,5218974
N33/12-B11,3118649,1770481
N33/12-B12,3295948,1540819
N33/12-B13,5375810,942842
N33/12-B15,2576882,258941
N33/12-B16,2423580,1328200
N33/12-B17,13433226,3598452
N33/12-B18,78128,0
N33/12-B19,2256847,802840
N33/12-B2,152604,20568
N33/12-B20,14277741,5277946
N33/12-B21,2405004,19222
N33/12-B22,13575982,4607467
N33/12-B23,15819398,5214669
N33/12-B24,9386180,394597
N33/12-B27,2253777,344151
N33/12-B28,3445555,945550
N33/12-B29,1034433,462881
N33/12-B3,18280985,4333132
N33/12-B31,12947618,5000119
N33/12-B32,16453364,5932212
N33/12-B33,1569088,404287
N33/12-B34,95222,0
N33/12-B35,12846726,4081344
N33/12-B36,1882322,638568
N33/12-B37,15824522,5018266
N33/12-B38,3857444,443462
N33/12-B39,5840533,2304560
N33/12-B40,9439831,1945635
N33/12-B41,5877222,2655799
N33/12-B42,4836489,3131426
N33/12-B5,6426212,696547
N33/12-B6,16595076,2972639
N33/12-B7,10837028,3717427
N33/12-B8,10611552,4303517
