WELLREGNO,TOPHOLEYDD,TOPHOLEXDD,QUADRANTNO,BLOCKNO,DATUMELEV,WATERDEPTH,Oilp_80_95,Watp_80_95,Oilp_95_10,Watp_95_10,Zone
210/25a-A26,61.27626944,0.919193889,210,25,201,548,97607,1605,92726.65,1524.75,A
210/25a-A27,61.27614944,0.919122222,210,25,201,548,793662,458636,753978.9,435704.2,A
210/25a-A28,61.27621694,0.919075833,210,25,201,548,309106,205386,293650.7,195116.7,A
210/25a-A29,61.27621972,0.919236667,210,25,201,548,129604,54380,123123.8,51661,A
210/25a-A4,61.27626028,0.9191475,210,25,201,548,23907179,111205,22711820.05,105644.75,A
210/25a-A6,61.276,0.9195,210,25,99,100,27354276,8485804,25986562.2,8061513.8,A
210/25a-A7,61.27630861,0.919375,210,25,201,550,13639680,3623332,12957696,3442165.4,A
210/25a-A9,61.276,0.919472222,210,25,201,550,16713844,3130964,15878151.8,2974415.8,A
211/12a-M1,61.62011389,1.3072,211,12,56.967,185.837,10361332,54989,9843265.4,52239.55,A
211/12a-M10,61.62011389,1.3072,211,12,56.967,185.837,12115595,750367,11509815.25,712848.65,A
211/12a-M11,61.62011389,1.3072,211,12,58.064,185.837,8964193,668355,8515983.35,634937.25,A
211/12a-M12,61.62011111,1.307194444,211,12,190.5,609.7,6732875,256805,6396231.25,243964.75,A
211/12a-M13,61.62011389,1.3072,211,12,56.903,185.806,317124,1027,301267.8,975.65,A
211/12a-M14,61.61994194,1.307445278,211,12,56.903,185.907,4486377,229345,4262058.15,217877.75,A
211/12a-M15,61.62005278,1.307666667,211,12,187,610,6469049,528320,6145596.55,501904,A
211/12a-M16,61.62011389,1.3072,211,12,57.912,185.014,4955522,45310,4707745.9,43044.5,A
211/12a-M18,61.62011389,1.3072,211,12,56.967,186.05,1663284,565553,1580119.8,537275.35,A
211/12a-M19,61.62011389,1.3072,211,12,57.003,185.9,1764783,477656,1676543.85,453773.2,A
211/12a-M20,61.62005278,1.307666667,211,12,187.02,610.26,2976511,1155779,2827685.45,1097990.05,A
211/12a-M22,61.62005278,1.307666667,211,12,57,185.9,1867770,1217763,1774381.5,1156874.85,A
211/12a-M23,61.62005167,1.307667778,211,12,57.912,185.014,2540522,1762043,2413495.9,1673940.85,A
211/12a-M24,61.62023639,1.307667778,211,12,187,600,4809171,2992104,4568712.45,2842498.8,A
211/12a-M25,61.62005278,1.307666667,211,12,187,610,3516315,2660597,3340499.25,2527567.15,A
211/12a-M26,61.62011111,1.307194444,211,12,190,607,5027668,1611767,4776284.6,1531178.65,A
211/12a-M26Z,61.61999361,1.30755,211,12,187.01,610.24,227849,1013,216456.55,962.35,A
211/12a-M27,61.62011111,1.307194444,211,12,56.998,185.928,4705345,3999358,4470077.75,3799390.1,A
211/12a-M28,61.61994194,1.307445278,211,12,187,610,1494423,1273,1419701.85,1209.35,A
211/12a-M29,61.62013889,1.307666667,211,12,187.01,610.24,1027254,545916,975891.3,518620.2,A
211/12a-M2Z,61.62011389,1.3072,211,12,56.903,185.806,6429688,127777,6108203.6,121388.15,A
211/12a-M3,61.61990611,1.307523056,211,12,57,186,1298,719,1233.1,683.05,A
211/12a-M30,61.61996111,1.307483333,211,12,187.01,610.24,4039113,3227803,3837157.35,3066412.85,A
211/12a-M32,61.6200325,1.307667778,211,12,187.01,610.24,610182,453444,579672.9,430771.8,A
211/12a-M33,61.61988694,1.307483889,211,12,187.01,610.236,600868,754,570824.6,716.3,A
211/12a-M35,61.61994361,1.307523611,211,12,187.01,610.24,1666458,1481207,1583135.1,1407146.65,A
211/12a-M36,61.61990472,1.307445,211,12,57.001,186.001,1233849,95338,1172156.55,90571.1,A
211/12a-M37,61.62011111,1.307694444,211,12,187.01,610.24,1044772,562413,992533.4,534292.35,A
211/12a-M39,61.61992417,1.307484167,211,12,57.001,186.001,170923,265,162376.85,251.75,A
211/12a-M4,61.62011389,1.3072,211,12,56.967,185.9,281237,8294,267175.15,7879.3,A
211/12a-M40,61.61990472,1.307445,211,12,187.01,610.24,66035,152,62733.25,144.4,A
211/12a-M41Y,61.62005167,1.307667778,211,12,187.01,423.228,21369,167,20300.55,158.65,A
211/12a-M5,61.62011389,1.3072,211,12,56.967,185.9,326476,21460,310152.2,20387,A
211/12a-M6,61.62011389,1.3072,211,12,56.967,185.9,12484990,369882,11860740.5,351387.9,A
211/12a-M7Z,61.62011111,1.307194444,211,12,186.688,609.28,4325254,284953,4108991.3,270705.35,A
211/12a-M8,61.62011111,1.307194444,211,12,186.9,609.7,237248,1851,225385.6,1758.45,A
211/12a-M8A,61.62011111,1.307194444,211,12,190.5,606.8,44486,271,42261.7,257.45,A
211/12a-M9,61.62011389,1.3072,211,12,58.064,184.953,237248,1851,225385.6,1758.45,A
211/16a-A1,61.35738889,1.161138889,211,16,184,518,14536841,6871927,13809998.95,6528330.65,A
211/16a-A10,61.35738889,1.161138889,211,16,184,520,697668,303277,662784.6,288113.15,A
211/16a-A11,61.35738889,1.161138889,211,16,184,520,30834489,19535550,29292764.55,18558772.5,A
211/16a-A13,61.35738889,1.161138889,211,16,184,520,1213891,886729,1153196.45,842392.55,A
211/16a-A14,61.35747889,1.161139167,211,16,184,520,17589531,14743485,16710054.45,14006310.75,A
211/16a-A15,61.35738889,1.161138889,211,16,184,520,866759,700197,823421.05,665187.15,A
211/16a-A16,61.35738889,1.161138889,211,16,184,518,3083042,2761095,2928889.9,2623040.25,A
211/16a-A17,61.35738889,1.163638889,211,16,184,518,595880,538660,566086,511727,A
211/16a-A19Z,61.35744306,1.161141389,211,16,184,520,1256816,528302,1193975.2,501886.9,A
211/16a-A2,61.35738889,1.161138889,211,16,184,518,36713854,19552432,34878161.3,18574810.4,A
211/16a-A21Y,61.35746139,1.161102778,211,16,184,520,3976026,3310215,3777224.7,3144704.25,A
211/16a-A23,61.35738889,1.161138889,211,16,184,518,151375,13195,143806.25,12535.25,A
211/16a-A3,61.35738889,1.161138889,211,16,184,518,4897112,2812120,4652256.4,2671514,A
211/16a-A6,61.35738889,1.161138889,211,16,184,518,9081964,3614720,8627865.8,3433984,A
211/16a-A7,61.35738889,1.161138889,211,16,184,518,1032136,506964,980529.2,481615.8,A
211/18-A1,61.36302778,1.579777778,211,18,147.5,532,604847,551216,574604.65,523655.2,A
211/18-A10,61.36318611,1.579327778,211,18,148,532,3273094,3127667,3109439.3,2971283.65,A
211/18-A11,61.36318611,1.579327778,211,18,147.5,532,2493465,2377439,2368791.75,2258567.05,A
211/18-A12,61.36318611,1.579327778,211,18,147.5,532,271409,159552,257838.55,151574.4,A
211/18-A13,61.36318611,1.579327778,211,18,147.5,532,25578,18923,24299.1,17976.85,A
211/18-A14,61.36318611,1.579327778,211,18,148,532,449952,323104,427454.4,306948.8,A
211/18-A15,61.36318611,1.579327778,211,18,147.5,532,34566,18717,32837.7,17781.15,A
211/18-A16,61.36318611,1.579327778,211,18,147.5,532,345175,313354,327916.25,297686.3,A
211/18-A17,61.36318611,1.579327778,211,18,147.5,532,153079,130059,145425.05,123556.05,A
211/18-A18,61.36318611,1.579327778,211,18,147.5,532,0,0,0,0,A
211/18-A19,61.36318611,1.579327778,211,18,147.5,532,8745783,8367470,8308493.85,7949096.5,A
211/18-A2,61.36318611,1.579327778,211,18,147.5,532,2390160,1998066,2270652,1898162.7,A
211/18-A20,61.36318611,1.579327778,211,18,147.5,532,1268609,1030538,1205178.55,979011.1,A
211/18-A21,61.36318611,1.579327778,211,18,147.5,530,2163306,1929225,2055140.7,1832763.75,A
211/18-A22,61.36318611,1.579327778,211,18,147.5,530,0,0,0,0,A
211/18-A23,61.36316667,1.579327778,211,18,147.5,532,33377,5738,31708.15,5451.1,A
211/18-A24,61.36318611,1.579327778,211,18,147.5,532,0,0,0,0,A
211/18-A25,61.36318611,1.579327778,211,18,147.5,530,4275559,4069443,4061781.05,3865970.85,A
211/18-A25Z,61.36319444,1.579333333,211,18,148,530,99608,92697,94627.6,88062.15,A
211/18-A26,61.36318611,1.579327778,211,18,147.5,532,5766278,5545822,5477964.1,5268530.9,A
211/18-A27,61.36318611,1.579327778,211,18,147.5,530,4396605,4127067,4176774.75,3920713.65,A
211/18-A28,61.36318611,1.579327778,211,18,147.5,532,0,0,0,0,A
211/18-A29,61.36318611,1.579327778,211,18,148,530,1438327,1345570,1366410.65,1278291.5,A
211/18-A29Z,61.36319444,1.579333333,211,18,148,530,0,0,0,0,A
211/18-A3,61.36319444,1.579333333,211,18,148,532,725,631,688.75,599.45,A
211/18-A30,61.36318611,1.579327778,211,18,148,530,255260,220808,242497,209767.6,A
211/18-A31,61.36318611,1.579327778,211,18,147.5,532,10686216,9131637,10151905.2,8675055.15,A
211/18-A32,61.36318611,1.579327778,211,18,147.5,532,1047898,918760,995503.1,872822,A
211/18-A33,61.36318611,1.579327778,211,18,147.5,532,1526704,1447590,1450368.8,1375210.5,A
211/18-A34,61.36318611,1.579327778,211,18,147.5,532,3330846,1906187,3164303.7,1810877.65,A
211/18-A35,61.36318611,1.579327778,211,18,147.5,532,1393379,1229414,1323710.05,1167943.3,A
211/18-A36,61.36318611,1.579327778,211,18,147.5,532,640080,516109,608076,490303.55,A
211/18-A37,61.36318611,1.579327778,211,18,147.5,532,435952,357520,414154.4,339644,A
211/18-A38,61.36318611,1.579327778,211,18,147.5,532,84392,772,80172.4,733.4,A
211/18-A39,61.36318611,1.579327778,211,18,147.5,532,693764,626418,659075.8,595097.1,A
211/18-A4,61.36319444,1.579333333,211,18,148,532,3027624,2611299,2876242.8,2480734.05,A
211/18-A40,61.36318611,1.579327778,211,18,147.5,532,1359207,1183692,1291246.65,1124507.4,A
211/18-A41,61.36318611,1.579327778,211,18,147.5,532,3442676,3151906,3270542.2,2994310.7,A
211/18-A42,61.36318611,1.579327778,211,18,147.5,532,9295907,8773591,8831111.65,8334911.45,A
211/18-A43,61.36318611,1.579327778,211,18,147.5,532,4624773,3779798,4393534.35,3590808.1,A
211/18-A44,61.36302778,1.579777778,211,18,147.5,532,9944498,8267178,9447273.1,7853819.1,A
211/18-A45,61.36318611,1.579327778,211,18,147.5,532,5642922,5329246,5360775.9,5062783.7,A
211/18-A45Z,61.36319444,1.579333333,211,18,147.5,532,836168,738936,794359.6,701989.2,A
211/18-A46,61.36302778,1.579777778,211,18,148,532,1376671,492783,1307837.45,468143.85,A
211/18-A47,61.36319444,1.579333333,211,18,148,532,4576152,4114517,4347344.4,3908791.15,A
211/18-A48,61.36318611,1.579327778,211,18,147.5,532,2196171,1167463,2086362.45,1109089.85,A
211/18-A49,61.36318611,1.579327778,211,18,147.5,532,6308056,5943148,5992653.2,5645990.6,A
211/18-A5,61.36318611,1.579327778,211,18,148,532,2248157,2156101,2135749.15,2048295.95,A
211/18-A50,61.36318611,1.579327778,211,18,147.5,532,4088823,3906728,3884381.85,3711391.6,A
211/18-A51,61.36318611,1.579327778,211,18,147.5,532,3713524,3112055,3527847.8,2956452.25,A
211/18-A52,61.36318611,1.579327778,211,18,148,532,6432784,5651925,6111144.8,5369328.75,A
211/18-A53,61.36318611,1.579327778,211,18,148,532,4748882,3880281,4511437.9,3686266.95,A
211/18-A7,61.36318611,1.579327778,211,18,147.5,532,3052826,2876985,2900184.7,2733135.75,A
211/18-A8,61.36318611,1.579305556,211,18,147.5,532,2395444,2259745,2275671.8,2146757.75,A
211/18-A9,61.36318611,1.579327778,211,18,147.5,532,119492,104925,113517.4,99678.75,A
211/18a-N6X,61.49800639,1.600498889,211,18,85,537,1616784,11739,1535944.8,11152.05,A
211/18-N1,61.49804556,1.599555833,211,18,85,577,745776,185307,708487.2,176041.65,A
211/18-N2,61.49820833,1.600069444,211,18,84.9,534.6,4065939,1210380,3862642.05,1149861,A
211/18-N4,61.49810278,1.600244444,211,18,85,577,150932,8216,143385.4,7805.2,A
211/18-N5Z,61.49783889,1.599969444,211,18,85,538,1797558,31113,1707680.1,29557.35,A
211/19a-M24Y,61.39694444,1.740583333,211,19,185,512,5363132,4359856,5094975.4,4141863.2,A
211/19a-M26,61.39677778,1.740944444,211,19,185,512,134602,350,127871.9,332.5,A
211/19a-M40,61.39684194,1.740520278,211,19,185,512,1321243,1160256,1255180.85,1102243.2,A
211/19a-M42,61.39682194,1.740427222,211,19,185,512,1522227,1381497,1446115.65,1312422.15,A
211/19a-M46,61.39690222,1.740555833,211,19,185,512,485401,315837,461130.95,300045.15,A
211/19a-M47,61.39680222,1.740333611,211,19,185,512,248906,163660,236460.7,155477,A
211/19a-M48,61.39674583,1.740366667,211,19,185,512,148631,83828,141199.45,79636.6,A
211/19a-M49,61.39686972,1.740564722,211,19,185,512,160186,5124,152176.7,4867.8,A
211/19a-M50,61.39690667,1.740623889,211,19,185,512,112671,78999,107037.45,75049.05,A
211/19a-M51,61.39684028,1.740456667,211,19,185,512,38660,0,36727,0,A
211/19-M1,61.39694444,1.740583333,211,19,185,512,28195913,20697258,26786117.35,19662395.1,A
211/19-M10,61.39694444,1.740583333,211,19,185,512,324604,65529,308373.8,62252.55,A
211/19-M14Y,61.39677778,1.740944444,211,19,185,512,16931169,13643473,16084610.55,12961299.35,A
211/19-M15A,61.39694444,1.740583333,211,19,185,512,14150405,11259594,13442884.75,10696614.3,A
211/19-M17,61.39694444,1.740583333,211,19,185,512,7507546,4415026,7132168.7,4194274.7,A
211/19-M18A,61.39694444,1.740583333,211,19,185,512,15220415,10867510,14459394.25,10324134.5,A
211/19-M19,61.39694444,1.740583333,211,19,185,512,14105433,7829823,13400161.35,7438331.85,A
211/19-M2,61.39694444,1.740583333,211,19,185,512,13199755,7214802,12539767.25,6854061.9,A
211/19-M20,61.39677778,1.740944444,211,19,185,512,28593373,22945013,27163704.35,21797762.35,A
211/19-M21,61.39694444,1.740583333,211,19,185,512,137556,20794,130678.2,19754.3,A
211/19-M22,61.39694444,1.740583333,211,19,185,512,11926999,5731047,11330649.05,5444494.65,A
211/19-M23,61.39694444,1.740583333,211,19,185,512,8230418,6425732,7818897.1,6104445.4,A
211/19-M25,61.39694444,1.740583333,211,19,185,512,12147134,5929228,11539777.3,5632766.6,A
211/19-M27,61.39677778,1.740944444,211,19,185,512,3746544,3183048,3559216.8,3023895.6,A
211/19-M28,61.39677778,1.740944444,211,19,185,512,2004597,1420935,1904367.15,1349888.25,A
211/19-M29,61.39677778,1.740944444,211,19,185,512,323,1,306.85,0.95,A
211/19-M3,61.39694444,1.740583333,211,19,185,512,6548302,1652601,6220886.9,1569970.95,A
211/19-M30,61.39677778,1.740944444,211,19,185,512,465867,373882,442573.65,355187.9,A
211/19-M31,61.39677778,1.740944444,211,19,185,512,9912694,8520782,9417059.3,8094742.9,A
211/19-M32,61.39677778,1.740944444,211,19,185,512,3395621,1951318,3225839.95,1853752.1,A
211/19-M33,61.39677778,1.740944444,211,19,185,512,2428119,2114352,2306713.05,2008634.4,A
211/19-M34,61.39677778,1.740944444,211,19,185,512,4031241,3614941,3829678.95,3434193.95,A
211/19-M35,61.39677778,1.740944444,211,19,185,512,186774,64703,177435.3,61467.85,A
211/19-M36,61.39697222,1.740583333,211,19,185,512,763292,546750,725127.4,519412.5,A
211/19-M37,61.39688806,1.740594444,211,19,185,512,1814140,1569280,1723433,1490816,A
211/19-M38,61.39682194,1.740427222,211,19,185,512,2481385,1641898,2357315.75,1559803.1,A
211/19-M4,61.39694444,1.740583333,211,19,185,512,25055327,14421501,23802560.65,13700425.95,A
211/19-M41,61.39691639,1.7405175,211,19,185,512,1877609,1386493,1783728.55,1317168.35,A
211/19-M43,61.39688389,1.740526389,211,19,185,512,688064,624901,653660.8,593655.95,A
211/19-M44,61.39674167,1.740298611,211,19,185,512,97963,38465,93064.85,36541.75,A
211/19-M45,61.39680361,1.740397778,211,19,185,512,493935,320385,469238.25,304365.75,A
211/19-M5,61.39694444,1.740583333,211,19,185,512,6912713,2277264,6567077.35,2163400.8,A
211/19-M7,61.39694444,1.740583333,211,19,185,512,810648,567676,770115.6,539292.2,A
211/19-M9,61.39694444,1.740583333,211,19,185,512,778839,156557,739897.05,148729.15,A
211/21a-N20,61.24047222,1.149527778,211,21,167,528,46133590,27909400,43826910.5,26513930,A
211/21a-N21,61.24047222,1.149527778,211,21,167,528,19780287,11574444,18791272.65,10995721.8,A
211/21a-N22,61.24047222,1.149527778,211,21,167,528,39174228,25513178,37215516.6,24237519.1,A
211/21a-N23,61.24047222,1.149527778,211,21,167,528,19356758,12636052,18388920.1,12004249.4,A
211/21-N1,61.24047222,1.149527778,211,21,167,528,34536390,12713208,32809570.5,12077547.6,A
211/21-N10,61.24047222,1.149527778,211,21,167,528,12300,7845,11685,7452.75,A
211/21-N11,61.24052778,1.149660278,211,21,167,528,48692140,25812380,46257533,24521761,A
211/21-N12,61.24047222,1.149527778,211,21,167,528,2683676,2145579,2549492.2,2038300.05,A
211/21-N12Z,61.24047222,1.149527778,211,21,167,528,0,0,0,0,A
211/21-N13,61.24047222,1.149527778,211,21,167,528,134624,0,127892.8,0,A
211/21-N14,61.24047222,1.149527778,211,21,167,528,8579103,4270311,8150147.85,4056795.45,A
211/21-N14Z,61.24047222,1.149527778,211,21,167,528,0,0,0,0,A
211/21-N15,61.24047222,1.149527778,211,21,167,528,0,0,0,0,A
211/21-N16,61.24047222,1.149527778,211,21,167,528,24575372,14375924,23346603.4,13657127.8,A
211/21-N17,61.24036278,1.149430833,211,21,167,528,6622539,5034021,6291412.05,4782319.95,A
211/21-N18,61.24047222,1.149527778,211,21,167,528,1346373,0,1279054.35,0,A
211/21-N19Y,61.24047222,1.149527778,211,21,167,528,58172,64,55263.4,60.8,A
211/21-N2,61.24047222,1.149527778,211,21,167,528,60870220,30022404,57826709,28521283.8,A
211/21-N24,61.24047222,1.149527778,211,21,167,528,37075923,27741471,35222126.85,26354397.45,A
211/21-N25,61.24047222,1.149527778,211,21,167,528,14578831,11626943,13849889.45,11045595.85,A
211/21-N26,61.24047222,1.149527778,211,21,167,528,0,0,0,0,A
211/21-N27,61.24047222,1.149527778,211,21,167,528,124606,0,118375.7,0,A
211/21-N28Z,61.24047222,1.149527778,211,21,167,528,85946,770,81648.7,731.5,A
211/21-N29,61.24047222,1.149527778,211,21,167,528,6072942,4287465,5769294.9,4073091.75,A
211/21-N3,61.2404575,1.149373889,211,21,167,528,6988,6988,6638.6,6638.6,A
211/21-N30,61.24047222,1.149527778,211,21,167.5,528,501416,7732,476345.2,7345.4,A
211/21-N31,61.24047222,1.149527778,211,21,167,528,47039225,32975395,44687263.75,31326625.25,A
211/21-N32,61.24047222,1.149527778,211,21,167,528,8806344,6380632,8366026.8,6061600.4,A
211/21-N33,61.24048194,1.149645278,211,21,167,528,6555878,5233472,6228084.1,4971798.4,A
211/21-N34,61.24044083,1.149530556,211,21,167,528,405294,404892,385029.3,384647.4,A
211/21-N34Z,61.24044083,1.149530556,211,21,167,528,3242475,2263660,3080351.25,2150477,A
211/21-N36,61.24047222,1.149527778,211,21,167,528,3242475,2263660,3080351.25,2150477,A
211/21-N36Z,61.24047222,1.149527778,211,21,167,528,18616990,16127755,17686140.5,15321367.25,A
211/21-N38,61.24047222,1.149527778,211,21,167,528,4966328,3697528,4718011.6,3512651.6,A
211/21-N39,61.24027778,1.149444444,211,21,167,528,3488616,2686836,3314185.2,2552494.2,A
211/21-N3Z,61.2404575,1.149373889,211,21,167,528,0,0,0,0,A
211/21-N4,61.24047222,1.149527778,211,21,177,466,58433,15849,55511.35,15056.55,A
211/21-N40,61.2405,1.149638889,211,21,167,518,13801122,11503092,13111065.9,10927937.4,A
211/21-N41,61.2405,1.007166667,211,21,167,518,7658812,5930516,7275871.4,5633990.2,A
211/21-N42,61.2405,1.007166667,211,21,167,518,369066,206685,350612.7,196350.75,A
211/21-N43,61.24052083,1.149617222,211,21,167,524.93,4329672,2663880,4113188.4,2530686,A
211/21-N45,61.24047222,1.149527778,211,21,167,528,2179818,1941690,2070827.1,1844605.5,A
211/21-N46,61.24047222,1.149527778,211,21,167,528,12437961,10323294,11816062.95,9807129.3,A
211/21-N49,61.24047222,1.149527778,211,21,167,528,6001377,4803717,5701308.15,4563531.15,A
211/21-N5,61.24047222,1.149527778,211,21,167,528,58341097,28351521,55424042.15,26933944.95,A
211/21-N50,61.24045556,1.149616389,211,21,167,528,893226,781563,848564.7,742484.85,A
211/21-N51,61.24053556,1.149703333,211,21,167,528,15580272,13663440,14801258.4,12980268,A
211/21-N52Y,61.24049611,1.149731111,211,21,167,528,352788,28315,335148.6,26899.25,A
211/21-N53Z,61.07379889,1.149406667,211,21,167,528,174292,258,165577.4,245.1,A
211/21-N54,61.24043889,1.149387778,211,21,167,528,474204,248516,450493.8,236090.2,A
211/21-N55,61.24048917,1.149688333,211,21,167,528,3101018,2685888,2945967.1,2551593.6,A
211/21-N57,61.24050833,1.149674444,211,21,167,528,458328,4542,435411.6,4314.9,A
211/21-N58Z,61.24051361,1.149574444,211,21,167,528,120322,52175,114305.9,49566.25,A
211/21-N59,61.24043222,1.149560833,211,21,167,528,55556,10720,52778.2,10184,A
211/21-N6,61.24047222,1.149527778,211,21,167,528,35000219,18612817,33250208.05,17682176.15,A
211/21-N60,61.24036278,1.149430833,211,21,167,528,252342,172048,239724.9,163445.6,A
211/21-N61,61.24044083,1.149530556,211,21,167,528,4455,619,4232.25,588.05,A
211/21-N62,61.24046972,1.149702222,211,21,167,528,13516,0,12840.2,0,A
211/21-N7,61.24049611,1.149731111,211,21,167,528,1103460,0,1048287,0,A
211/21-N8,61.24047222,1.149527778,211,21,167,528,44800,0,42560,0,A
211/21-N9,61.24047222,1.149527778,211,21,167,528,2571,2571,2442.45,2442.45,A
211/23-A1,61.27466667,1.597722222,211,23,160,495,13167963,6823491,12509564.85,6482316.45,A
211/23-A10,61.27472222,1.5975,211,23,177,495,6606405,3302421,6276084.75,3137299.95,A
211/23-A11,61.27472222,1.5975,211,23,160,495,10766205,6140032,10227894.75,5833030.4,A
211/23-A12,61.27472222,1.5975,211,23,177,495,316742,43622,300904.9,41440.9,A
211/23-A13,61.27472222,1.5975,211,23,177,495,5460038,2062225,5187036.1,1959113.75,A
211/23-A14,61.27321111,1.597611111,211,23,161,495,31485047,24261846,29910794.65,23048753.7,A
211/23-A15,61.27472222,1.5975,211,23,160,495,15229778,12156721,14468289.1,11548884.95,A
211/23-A16,61.27472222,1.5975,211,23,160,495,3903483,2812588,3708308.85,2671958.6,A
211/23-A17,61.274585,1.597713333,211,23,160,495,50320,50320,47804,47804,A
211/23-A18,61.27472222,1.5975,211,23,160,495,2885400,1338874,2741130,1271930.3,A
211/23-A19,61.27472222,1.5975,211,23,160,495,3706,3706,3520.7,3520.7,A
211/23-A2,61.27472222,1.5975,211,23,160,495,13070,13070,12416.5,12416.5,A
211/23-A20,61.27472222,1.5975,211,23,160,495,3050467,951954,2897943.65,904356.3,A
211/23-A21,61.27472222,1.5975,211,23,160,495,8533836,6106840,8107144.2,5801498,A
211/23-A22,61.27472222,1.5975,211,23,160,495,818214,712626,777303.3,676994.7,A
211/23-A23,61.27472222,1.5975,211,23,160,495,12812174,10806259,12171565.3,10265946.05,A
211/23-A24,61.27472222,1.5975,211,23,160,495,2660598,1584106,2527568.1,1504900.7,A
211/23-A25,61.27472222,1.5975,211,23,160,495,9115282,6653652,8659517.9,6320969.4,A
211/23-A26,61.27472222,1.5975,211,23,160,495,10697735,8178992,10162848.25,7770042.4,A
211/23-A27,61.27488889,1.597611111,211,23,160,495,8710292,5135404,8274777.4,4878633.8,A
211/23-A28,61.27488889,1.597611111,211,23,160,495,15047945,11878880,14295547.75,11284936,A
211/23-A29,61.27458139,1.598040833,211,23,160,495,19234378,12459071,18272659.1,11836117.45,A
211/23-A3,61.27488889,1.597611111,211,23,160,495,19889132,10056337,18894675.4,9553520.15,A
211/23-A31,61.27488889,1.597722222,211,23,160,495,657323,286022,624456.85,271720.9,A
211/23-A32,61.27488889,1.597722222,211,23,160,495,9476205,6957717,9002394.75,6609831.15,A
211/23-A33,61.27488889,1.597722222,211,23,160,495,777681,299823,738796.95,284831.85,A
211/23-A34,61.27472222,1.5975,211,23,160,495,5881633,5148371,5587551.35,4890952.45,A
211/23-A35,61.27472222,1.5975,211,23,160,495,616842,528597,585999.9,502167.15,A
211/23-A36,61.27488889,1.597722222,211,23,160,495,347194,123150,329834.3,116992.5,A
211/23-A37,61.27472222,1.5975,211,23,160,495,1220252,403349,1159239.4,383181.55,A
211/23-A38,61.27472222,1.5975,211,23,160,495,17699555,13810194,16814577.25,13119684.3,A
211/23-A39,61.27472222,1.5975,211,23,160,495,339961,188825,322962.95,179383.75,A
211/23-A4,61.27458139,1.598040833,211,23,160,495,8257634,1892600,7844752.3,1797970,A
211/23-A40,61.27472222,1.5975,211,23,160,495,23708107,20570950,22522701.65,19542402.5,A
211/23-A41,61.27472222,1.5975,211,23,160,495,12699338,8045924,12064371.1,7643627.8,A
211/23-A42,61.27488889,1.597722222,211,23,160,490,6538418,4458167,6211497.1,4235258.65,A
211/23-A43,61.27472222,1.5975,211,23,160,495,5544704,4253527,5267468.8,4040850.65,A
211/23-A44,61.27472222,1.5975,211,23,160,495,9449469,7764740,8976995.55,7376503,A
211/23-A45,61.27488889,1.597722222,211,23,147.5,495,2209277,1739726,2098813.15,1652739.7,A
211/23-A46,61.27472222,1.5975,211,23,160,495,896738,624370,851901.1,593151.5,A
211/23-A47,61.27488889,1.597722222,211,23,147,495,189401,65424,179930.95,62152.8,A
211/23-A47Z,61.27488889,1.597722222,211,23,147,495,2837408,2380207,2695537.6,2261196.65,A
211/23-A48,61.27488889,1.597722222,211,23,147,495,23659,706,22476.05,670.7,A
211/23-A5,61.27472222,1.5975,211,23,160,495,8100671,3430760,7695637.45,3259222,A
211/23-A50,61.27488889,1.597722222,211,23,147,495,3360893,3082077,3192848.35,2927973.15,A
211/23-A51,61.27478333,1.597591667,211,23,160,495,1218318,1062184,1157402.1,1009074.8,A
211/23-A52Y,61.27475,1.5975,211,23,160,495,1756191,996932,1668381.45,947085.4,A
211/23-A55,61.27458139,1.598040833,211,23,160,495,1097236,1002639,1042374.2,952507.05,A
211/23-A57W,61.27453444,1.597751667,211,23,160,495,884991,554087,840741.45,526382.65,A
211/23-A58,61.2745175,1.597491667,211,23,160,495,448297,385100,425882.15,365845,A
211/23-A59,61.27455972,1.597896111,211,23,160,495,17389,770,16519.55,731.5,A
211/23-A6,61.27472222,1.5975,211,23,160,495,16104645,8679221,15299412.75,8245259.95,A
211/23-A60,61.27448389,1.597626111,211,23,160,495,55147,40364,52389.65,38345.8,A
211/23-A7,61.27472222,1.5975,211,23,160,495,1075562,705108,1021783.9,669852.6,A
211/23-A8,61.27472222,1.5975,211,23,177,495,5702415,4569401,5417294.25,4340930.95,A
211/23-A9,61.27472222,1.5975,211,23,177,495,34369,34369,32650.55,32650.55,A
211/23-P1,61.32386111,1.546805556,211,23,85,597,2045708,581149,1943422.6,552091.55,A
211/23-P10Z,61.32357167,1.546674722,211,23,90,516,560121,480810,532114.95,456769.5,A
211/23-P2,61.32724639,1.546843333,211,23,85,516,3492074,1776839,3317470.3,1687997.05,A
211/23-P3,61.32386111,1.546805556,211,23,83,597,3631850,2515077,3450257.5,2389323.15,A
211/23-P4Z,61.32369444,1.54725,211,23,85,519,5947089,3091637,5649734.55,2937055.15,A
211/23-P5,61.32368778,1.546625278,211,23,83,597,3882987,2576274,3688837.65,2447460.3,A
211/23-P6,61.32386111,1.546805556,211,23,83,597,4261551,2943573,4048473.45,2796394.35,A
211/23-P7,61.32369444,1.547222222,211,23,85,519,2135746,817228,2028958.7,776366.6,A
211/23-P8Y,61.32396167,1.547255,211,23,85,597,1110732,622822,1055195.4,591680.9,A
211/23-P9X,61.32724639,1.546843333,211,23,90,516,235348,192867,223580.6,183223.65,A
