WELLREGNO,TOPHOLEYDD,TOPHOLEXDD,QUADRANTNO,BLOCKNO,DATUMELEV,WATERDEPTH,Oilp_80_95,Watp_80_95,Oilp_95_10,Watp_95_10,Zone
9/13a- 36,59.53224639,1.407076389,9,13,85,342,0,0,0,0,A
9/13a- 39,59.53225,1.447388889,9,13,86,363,0,0,0,0,A
9/13a- 42,59.57502778,1.543944444,9,13,85,393,0,0,0,0,A
9/13a- 48,59.51211111,1.530694444,9,13,86,390,0,0,0,0,A
211/12a- 10,61.65976472,1.366081667,211,12,25,180.5,0,0,0,0,A
211/12a- 12A,61.57627778,1.286861111,211,12,25,182,0,0,0,0,A
211/12a- 14,61.63533333,1.24225,211,12,85.306,629.95,0,0,0,0,A
211/12a-M2,61.62011389,1.3072,211,12,56.903,185.9,0,0,0,0,A
211/13- 1,61.63644444,1.537694444,211,13,85,619,0,0,0,0,A
211/13- 5A,61.55638889,1.453055556,211,13,85,574,0,0,0,0,A
211/28- 1A,61.07255556,1.403611111,211,28,79,491,0,0,0,0,A
211/28- 3,61.0965,1.421722222,211,28,88,474,0,0,0,0,A
211/28- 6,61.05583333,1.507222222,211,28,77,484,0,0,0,0,A
211/28-H6Z,61.06900278,1.402855556,211,28,84,486,0,0,0,0,A
211/28-H15,61.069,1.402861111,211,28,164,486,0,0,0,0,A
211/28a-H14,61.06897222,1.402888889,211,28,164,486,0,0,0,0,A
211/28a-H17,61.06897222,1.402888889,211,28,84,486,0,0,0,0,A
211/28a-H20,61.069,1.402861111,211,28,84,486,0,0,0,0,A
211/28a-H31,61.069,1.402861111,211,28,164,486,0,0,0,0,A
211/29- 2,61.05349722,1.704655556,211,29,78,465,0,0,0,0,A
211/29- 7,61.06470833,1.7369,211,29,85,465,0,0,0,0,A
211/29- 9,61.05667778,1.779688333,211,29,80,459,0,0,0,0,A
3/11- 2,60.61641667,1.154888889,3,11,82,468,0,0,0,0,A
3/11a- 6,60.53222222,1.086,3,11,90,476,0,0,0,0,A
3/11b- 3,60.65237222,1.006238889,3,11,82,493,0,0,0,0,A
3/11b- 4Z,60.61128056,1.028694444,3,11,82,500,0,0,0,0,A
3/09a-N20,60.80927778,1.737777778,3,9,156.1,426.4,0,0,0,0,A
3/09a-N28,60.80972222,1.736111111,3,9,47.579,129.967,0,0,0,0,A
3/09a-N29,60.80972222,1.736111111,3,9,47.6,130,0,0,0,0,A
3/09a-N9,60.80927778,1.737777778,3,9,156.1,426.4,0,0,0,0,A
3/09a-N14,60.80927778,1.737777778,3,9,47.6,130,0,0,0,0,A
3/09a- 2,60.78974167,1.743530556,3,9,88.5,419.8,0,0,0,0,A
3/09a- 3,60.75486111,1.733566667,3,9,88.5,419.8,0,0,0,0,A
3/09a- 5,60.79585,1.768625,3,9,78.7,413.2,0,0,0,0,A
3/09a- 8,60.73647222,1.777583333,3,9,78.7,416.5,0,0,0,0,A
211/29-A22,61.035,1.705277778,211,29,154,460,0,0,0,0,A
211/29-B40,61.05572222,1.712833333,211,29,163,470,0,0,0,0,A
219/20- 1,62.40211111,0.90675,219,20,86,2197,0,0,0,0,A
219/28- 1,62.03791667,0.51675,219,28,85,1206,0,0,0,0,A
220/26- 1,62.073025,1.033836111,220,26,25.9,325.5,0,0,0,0,A
9/13a-B25,59.61041667,1.513055556,9,13,183,390,0,0,0,0,A
9/13b- 25A,59.59436111,1.446611111,9,13,82,374,0,0,0,0,A
9/13b- 26,59.56830556,1.573444444,9,13,85,381,0,0,0,0,A
9/13b- 31,59.56,1.431083333,9,13,85,370,0,0,0,0,A
9/13b- 38,59.56,1.431666667,9,13,85,370,0,0,0,0,A
9/13b- 43,59.57394889,1.456525833,9,13,85,366,0,0,0,0,A
9/13b- 45,59.56022222,1.431277778,9,13,85,368,0,0,0,0,A
9/13b- 49,59.56002778,1.431083333,9,13,85,369,0,0,0,0,A
9/13b- 53,59.57791667,1.425222222,9,13,85,370,0,0,0,0,A
9/13c- 33,59.58191667,1.568305556,9,13,85,385,0,0,0,0,A
9/13c- 52,59.56419444,1.571027778,9,13,86,377,0,0,0,0,A
9/14b- 1,59.53144722,1.665019444,9,14,82,396,0,0,0,0,A
9/14b- 4,59.52485278,1.663161111,9,14,84.9,393.6,0,0,0,0,A
9/14b- 5,59.55475,1.669361111,9,14,84.9,395.5,0,0,0,0,A
9/15a- 2,59.60272417,1.841113611,9,15,26,124,0,0,0,0,A
9/16- 1,59.48666667,1.075722222,9,16,77,348,0,0,0,0,A
9/17a- 3,59.392,1.278055556,9,17,83,356,0,0,0,0,A
9/17b- 4,59.34102778,1.384888889,9,17,85,350,0,0,0,0,A
9/18- 1,59.48583333,1.536361111,9,18,102,371,0,0,0,0,A
9/18a- 4,59.44354444,1.555577778,9,18,80,345,0,0,0,0,A
9/18a- 6,59.48815,1.442644444,9,18,82,346,0,0,0,0,A
3/09a- 1,60.80774722,1.702875,3,9,88.6,410,0,0,0,0,A
9/18b- 8,59.35572222,1.584666667,9,18,81,374,0,0,0,0,A
9/18b- 10,59.36058333,1.532888889,9,18,82,371,0,0,0,0,A
9/18b- 13Y,59.34377778,1.559388889,9,18,82,370,0,0,0,0,A
9/18b- 14,59.36441667,1.533027778,9,18,82,374,0,0,0,0,A
3/08a- 6,60.77141667,1.435916667,3,8,82,480.5,0,0,0,0,A
3/08a- 6A,60.77156389,1.435872222,3,8,81.3,487.4,0,0,0,0,A
3/08a- 8,60.79636111,1.493888889,3,8,85.9,453.6,0,0,0,0,A
3/08a- 9,60.74783333,1.458888889,3,8,82.9,467.4,0,0,0,0,A
3/08b- 10,60.74722222,1.5799,3,8,86.9,451.3,0,0,0,0,A
3/08b- 13,60.75238889,1.58,3,8,84.9,455.9,0,0,0,0,A
3/08b- 14Z,60.7472375,1.579914167,3,8,25.3,137.7,0,0,0,0,A
3/08a- 5A,60.76644444,1.406305556,3,8,79,399,0,0,0,0,A
3/08-S37,60.80578889,1.449913889,3,8,176,456,0,0,0,0,A
3/08-S22,60.80577778,1.449916667,3,8,176,456,0,0,0,0,A
3/08-S24,60.80577778,1.449916667,3,8,176,456,0,0,0,0,A
3/08-S26,60.80577778,1.449916667,3,8,176,456,0,0,0,0,A
3/08-S33,60.80577778,1.449916667,3,8,176,456,0,0,0,0,A
3/15- 5,60.59147222,1.818388889,3,15,85.2,436.2,3086738,641018,2932401.1,608967.1,A
3/16- 1,60.42222222,1.110833333,3,16,82,494,1335278,774258,1268514.1,735545.1,A
3/18a- 2,60.45788889,1.475138889,3,18,90.2,405,8393557,1131814,7973879.15,1075223.3,A
3/19- 1,60.46013889,1.753416667,3,19,87,406,8370864,1135343,7952320.8,1078575.85,A
3/19b- 2,60.34786417,1.607986667,3,19,85,355,149385,33879,141915.75,32185.05,A
3/20a- 1,60.47169861,1.822415,3,20,26,118,11420,11420,10849,10849,A
3/22- 1,60.27253333,1.380016667,3,22,77,429,335454,229242,318681.3,217779.9,A
3/22a- 3,60.25586111,1.321666667,3,22,84,436,4547686,624028,4320301.7,592826.6,A
3/23a- 2,60.27533333,1.49325,3,23,77,395,3777712,824698,3588826.4,783463.1,A
3/23a- 4B,60.31583333,1.48975,3,23,82,405,4457150,1744945,4234292.5,1657697.75,A
3/24c- 4,60.32019444,1.64425,3,24,84,380,5996599,1934351,5696769.05,1837633.45,A
3/25a- 2,60.23788889,1.808388889,3,25,77,362.4,5515997,2677755,5240197.15,2543867.25,A
3/28- 1,60.01670556,1.423869444,3,28,85,306,5363,5363,5094.85,5094.85,A
3/29- 2,60.11781667,1.722952778,3,29,82.6,358.5,2777871,1373882,2638977.45,1305187.9,A
3/30- 1,60.06605556,1.851861111,3,30,85,365,2475506,902637,2351730.7,857505.15,A
3/30- 3,60.09547694,1.984720833,3,30,85,340,848651,160704,806218.45,152668.8,A
4/26- 2,60.10744444,2.003555556,4,26,85,342,0,0,0,0,A
9/03- 1,59.94548611,1.520188889,9,3,109,362,1692712,855834,1608076.4,813042.3,A
9/03- 2,59.925625,1.520227778,9,3,83,372,2892692,364679,2748057.4,346445.05,A
9/04a- 2,59.87313889,1.763416667,9,4,86,361,32278,32278,30664.1,30664.1,A
9/05a- 1,59.98405556,1.955861111,9,5,86,344,101303,7990,96237.85,7590.5,A
9/05b- 2,59.96827778,1.802972222,9,5,82,336,8880209,2507601,8436198.55,2382220.95,A
9/08- 3,59.77152,1.55169,9,8,85,381,9706,9706,9220.7,9220.7,A
9/08a- 6Z,59.72888889,1.596388889,9,8,82,390,3176618,556245,3017787.1,528432.75,A
9/08a- 8,59.69436389,1.570108333,9,8,82,404,92740,64322,88103,61105.9,A
9/08a- 10,59.67977778,1.586166667,9,8,82,380,8581,8581,8151.95,8151.95,A
9/08a- 16,59.67247222,1.561583333,9,8,85,321,51437,46150,48865.15,43842.5,A
9/08b- 12,59.73352778,1.473722222,9,8,83,380,5148812,2716775,4891371.4,2580936.25,A
9/18b- 17Z,59.3625,1.55875,9,18,85,370,10717998,7347562,10182098.1,6980183.9,A
9/18b- 19Y,59.35544444,1.576083333,9,18,84,381,12818512,6316772,12177586.4,6000933.4,A
9/18b- 22,59.34755556,1.423388889,9,18,82,342,888098,246398,843693.1,234078.1,A
9/19- 9,59.36947222,1.625472222,9,19,109,382,571715,22525,543129.25,21398.75,A
9/19- 3,59.38811111,1.682138889,9,19,77,393,4436723,2337004,4214886.85,2220153.8,A
9/19- 5A,59.42193056,1.688519444,9,19,80,383,358326,241625,340409.7,229543.75,A
9/19- 7,59.45813889,1.611027778,9,19,83,364,636929,207156,605082.55,196798.2,A
9/21- 2,59.27428056,1.033525,9,21,83,358,4791984,3395706,4552384.8,3225920.7,A
9/22- 2,59.20380556,1.336722222,9,22,85,379,326824,141686,310482.8,134601.7,A
9/23- 2,59.25863889,1.48275,9,23,107,365,6454394,1491399,6131674.3,1416829.05,A
9/23a- 23,59.22063889,1.575722222,9,23,82,375,12810,12810,12169.5,12169.5,A
9/23b- 4,59.26266667,1.459805556,9,23,82,374,2646281,1906360,2513966.95,1811042,A
9/23b- 9,59.21024139,1.445799167,9,23,85,371,8118172,3600331,7712263.4,3420314.45,A
9/23b- 11,59.291625,1.510636111,9,23,83,351,4896853,3133351,4652010.35,2976683.45,A
9/23b- 15,59.28204722,1.522,9,23,84.9,350.9,2911105,1376699,2765549.75,1307864.05,A
9/23b- 16,59.26822222,1.512916667,9,23,84.9,370.6,3389324,1136561,3219857.8,1079732.95,A
9/23b- 18,59.26017222,1.502122222,9,23,84.9,370.6,5466227,2768074,5192915.65,2629670.3,A
9/23b- 22,59.23802778,1.461861111,9,23,82,113,3304526,2019476,3139299.7,1918502.2,A
9/23b- 26,59.29596667,1.519875,9,23,84.9,446,0,0,0,0,A
9/09a- 6,59.73681278,1.684506111,9,9,23.988,122,0,0,0,0,A
9/27- 1,59.14286667,1.332433333,9,27,82,384,0,0,0,0,A
9/27b- 3,59.13616667,1.256194444,9,27,85,363,0,0,0,0,A
9/28- 2,59.12355556,1.506833333,9,28,87,385,0,0,0,0,A
9/28- 4,59.13392778,1.514136111,9,28,87,381,0,0,0,0,A
9/28a- 10A,59.12605556,1.491527778,9,28,82,385,0,0,0,0,A
3/08a-A1B,60.74482361,1.416253889,3,8,72,491,0,0,0,0,A
211/18-A30Z,61.36319444,1.579333333,211,18,148,530,0,0,0,0,A
211/18a- 18,61.43112778,1.545619444,211,18,82,543,0,0,0,0,A
211/18a- 20,61.40197222,1.537555556,211,18,82,539,0,0,0,0,A
211/18a- 22,61.46127778,1.558805556,211,18,82,547,0,0,0,0,A
211/18a- 24,61.45909722,1.576825,211,18,82,543,0,0,0,0,A
211/19- 1,61.35708333,1.610472222,211,19,78,528,0,0,0,0,A
211/19- 3,61.40989167,1.714719444,211,19,80,516,0,0,0,0,A
211/19- 5,61.36213889,1.668472222,211,19,75,522,0,0,0,0,A
211/19-M6,61.39694444,1.740583333,211,19,185,512,0,0,0,0,A
211/19-M8,61.39694444,1.740583333,211,19,185,512,0,0,0,0,A
211/19-M11,61.39694444,1.740583333,211,19,185,512,0,0,0,0,A
211/19-M13,61.39694444,1.740583333,211,19,185,512,0,0,0,0,A
211/19-M15,61.39694444,1.740583333,211,19,185,512,0,0,0,0,A
211/19-M18,61.39694444,1.740583333,211,19,185,512,0,0,0,0,A
211/21- 1A,61.187125,1.095347222,211,21,109,535,0,0,0,0,A
211/21- 3A,61.25968889,1.141986111,211,21,85,537,0,0,0,0,A
211/21- 8,61.18182222,1.122511111,211,21,85,608,0,0,0,0,A
211/21- 10Z,61.204,1.158861111,211,21,82,595,0,0,0,0,A
211/21- 11,61.32733222,1.0800425,211,21,85,525,0,0,0,0,A
9/09a- 11,59.76502083,1.762779722,9,9,23.988,117.958,0,0,0,0,A
9/09b- 4,59.71686667,1.629166667,9,9,82,394,0,0,0,0,A
9/09b- 9,59.76815722,1.709249167,9,9,82,395,0,0,0,0,A
9/09b- 12,59.72573611,1.606441667,9,9,23,120.5,0,0,0,0,A
9/10c- 2,59.73280556,1.847166667,9,10,85,448,0,0,0,0,A
9/11- 1,59.58955556,1.114916667,9,11,77,340,0,0,0,0,A
9/11- 4,59.57769444,1.052083333,9,11,77,349,0,0,0,0,A
9/12- 3,59.60085556,1.290030556,9,12,108,336,0,0,0,0,A
9/12a- 8,59.56630556,1.387111111,9,12,85,360,0,0,0,0,A
9/12a- 10,59.53805556,1.28325,9,12,83,333,0,0,0,0,A
9/12b- 7,59.63244444,1.225916667,9,12,83,330,0,0,0,0,A
9/13- 4,59.51666667,1.417416667,9,13,85,353,0,0,0,0,A
9/13- 6A,59.57576667,1.542925,9,13,85,390,0,0,0,0,A
9/13- 10,59.63044444,1.529138889,9,13,85,395,0,0,0,0,A
9/13- 12,59.61597222,1.533972222,9,13,85,383,0,0,0,0,A
9/13- 15,59.60430556,1.483972222,9,13,87,385,0,0,0,0,A
9/13- 19,59.6015,1.508944444,9,13,80,385,0,0,0,0,A
9/28a- 12,59.12602778,1.491388889,9,28,82,384,0,0,0,0,A
9/28a- 15,59.13297222,1.476666667,9,28,90,385,0,0,0,0,A
9/29a- 1,59.16419444,1.632777778,9,29,82,376,0,0,0,0,A
10/01- 2,59.8885,2.010305556,10,1,89,347,0,0,0,0,A
10/01-A4,59.87527778,2.061666667,10,1,157.4,314.8,0,0,0,0,A
10/01-A11,59.87527778,2.061666667,10,1,157.4,314.8,0,0,0,0,A
10/01-A21,59.87527778,2.061666667,10,1,157.4,314.8,0,0,0,0,A
210/04- 1,61.84133333,0.640583333,210,4,85,765,0,0,0,0,A
210/13- 1,61.65082222,0.473958333,210,13,83.9,672.4,0,0,0,0,A
210/14- 2,61.58627778,0.728166667,210,14,90,648,0,0,0,0,A
210/15- 2,61.51988889,0.962027778,210,15,85,600,0,0,0,0,A
210/15b- 4,61.63686111,0.967611111,210,15,84.9,658.6,0,0,0,0,A
210/19- 4B,61.37417222,0.770241667,210,19,80,536,0,0,0,0,A
210/20- 2,61.42427778,0.980805556,210,20,80,568,0,0,0,0,A
210/24- 1,61.22680556,0.669416667,210,24,87,511,0,0,0,0,A
210/24a- 4A,61.24023333,0.695997222,210,24,85,517,0,0,0,0,A
210/24a- 6,61.26108333,0.691955556,210,24,85,523,0,0,0,0,A
210/25- 3Z,61.30361111,0.952722222,210,25,85,530,0,0,0,0,A
211/22- 2,61.17765,1.281319444,211,22,77,492,0,0,0,0,A
211/23- 1,61.27416667,1.591888889,211,23,109,494,0,0,0,0,A
211/23- 3,61.31627778,1.523916667,211,23,109,525,0,0,0,0,A
211/23- 6,61.21968889,1.53565,211,23,107,486,0,0,0,0,A
211/23- 9,61.33166667,1.545583333,211,23,85,527,0,0,0,0,A
211/23-A36Z,61.27488889,1.597722222,211,23,160,495,0,0,0,0,A
16/02a- 2,58.93694444,1.361833333,16,2,85,402,0,0,0,0,A
210/25a-A16,61.27627778,0.91925,210,25,201,550,0,0,0,0,A
211/21-N44,61.24048694,1.149545556,211,21,167,518,0,0,0,0,A
16/03a-E10Z,58.89154306,1.534897222,16,3,0,0,0,0,0,0,A
15/04- 1,58.94996944,0.715947222,15,4,34,427,0,0,0,0,A
10/01-A18,59.87527778,2.061666667,10,1,157.4,314.8,0,0,0,0,A
9/23b- 21,59.23830556,1.517916667,9,23,84.9,371.2,0,0,0,0,A
9/23b- 8,59.26030556,1.516111111,9,23,85,370,0,0,0,0,A
9/18b- 23,59.36458333,1.412972222,9,18,82,341,0,0,0,0,A
9/17a- 5,59.4375,1.291416667,9,17,86,339,0,0,0,0,A
211/21-N48,61.2404575,1.149373889,211,21,167,528,0,0,0,0,A
211/23-A52Z,61.27475,1.5975,211,23,160,495,0,0,0,0,A
3/14e- 16,60.54507778,1.765144444,3,14,83,401,0,0,0,0,A
3/14a-D12,60.62948333,1.6525875,3,14,56.4,144.999,0,0,0,0,A
211/16a-A18,61.35738639,1.161116667,211,16,184,520,0,0,0,0,A
211/23-P8,61.32396167,1.547255,211,23,85,597,0,0,0,0,A
211/12a-M31,61.61995806,1.307628056,211,12,187.01,610.24,0,0,0,0,A
2/05- 4,60.94327778,0.972027778,2,5,108,475,0,0,0,0,A
211/27- 4A,61.10852778,1.285555556,211,27,109,477,0,0,0,0,A
3/03- 6,60.94228333,1.40905,3,3,79,482,0,0,0,0,A
3/02-A10,60.89914333,1.271910278,3,2,109,481,0,0,0,0,A
211/24c- 7,61.27360694,1.698978889,211,24,75,500,0,0,0,0,A
211/12a- 16,61.605875,1.294925,211,12,84.649,612.56,0,0,0,0,A
210/25a-A18Z,61.27627778,0.91925,210,25,201,550,0,0,0,0,A
210/25a-A19,61.27625667,0.919422778,210,25,201,548,0,0,0,0,A
211/18a-N7,61.49789444,1.599619444,211,18,85,538,0,0,0,0,A
211/26-U9,61.16090083,1.110676111,211,26,86,540,0,0,0,0,A
211/23-P8Z,61.32396389,1.547261111,211,23,90,519,0,0,0,0,A
211/12a-F3,61.63100556,1.280527778,211,12,85.302,616.8,0,0,0,0,A
211/12a-F4,61.63082139,1.280916111,211,12,26,188,0,0,0,0,A
3/30- 2A,60.00130556,1.983444444,3,30,79.3,358.1,0,0,0,0,A
3/04a-M6,60.93705556,1.685138889,3,4,80,447,0,0,0,0,A
211/23-A49,61.27460194,1.597973611,211,23,160,495,0,0,0,0,A
3/04a-E3,60.99186111,1.683972222,3,4,90,459,0,0,0,0,A
9/18b-A6,59.35088889,1.553,9,18,85,370,0,0,0,0,A
9/18b-A8Z,59.35133333,1.553861111,9,18,85,370,0,0,0,0,A
9/18b-A9,59.35127778,1.553,9,18,85,368,0,0,0,0,A
3/02-A8Z,60.89916667,1.271333333,3,2,109,481,0,0,0,0,A
3/14a- 1,60.55505556,1.672194444,3,14,86.9,418.2,0,0,0,0,A
3/14a- 2B,60.58130556,1.689472222,3,14,88.6,439.5,0,0,0,0,A
3/09b- 7,60.68509722,1.648094444,3,9,92.5,485,0,0,0,0,A
3/09b- 10,60.67519083,1.610479722,3,9,85,492,0,0,0,0,A
3/10b- 2,60.80091667,1.80275,3,10,85,410,0,0,0,0,A
211/29-B52,61.05574889,1.712829444,211,29,163,456,0,0,0,0,A
9/11a- 7,59.581375,1.1033,9,11,82,350,0,0,0,0,A
211/23-A53,61.27488889,1.597611111,211,23,160,495,0,0,0,0,A
211/23a- 13,61.29293889,1.473316667,211,23,90,496,0,0,0,0,A
210/24a-B6Z,61.25285,0.734927778,210,24,82,518,0,0,0,0,A
211/12a- 20,61.63101639,1.281516667,211,12,0,0,0,0,0,0,A
211/28a- 7,61.0965,1.531027778,211,28,80,470,0,0,0,0,A
9/18b-A10,59.35094444,1.552388889,9,18,85,370,0,0,0,0,A
3/04a-E1,60.99161111,1.683611111,3,4,90,459,0,0,0,0,A
211/29-D50,61.13215472,1.735891667,211,29,177,466,0,0,0,0,A
211/12a-M31Z,61.61995806,1.307628056,211,12,187.01,610.24,0,0,0,0,A
211/29-A49,61.03490083,1.7054,211,29,154,466,0,0,0,0,A
211/26a-P6,61.03733889,1.129327222,211,26,75,502,0,0,0,0,A
9/11a- 8,59.587875,1.077483333,9,11,82,347,0,0,0,0,A
3/04a- 13,60.96252778,1.694277778,3,4,86,539,0,0,0,0,A
3/01- 2,60.88918889,1.154938889,3,1,84,490,0,0,0,0,A
3/14a-D11,60.62941667,1.652611111,3,14,85,477,0,0,0,0,A
210/25a-A18,61.27627778,0.91925,210,25,201,550,0,0,0,0,A
211/12a- 21,61.65211111,1.342138889,211,12,26,181.999,0,0,0,0,A
211/26-A7Y,61.10277778,1.072777778,211,26,156,499,0,0,0,0,A
210/15a- 5,61.51472167,0.950700278,210,15,82,604,0,0,0,0,A
211/29-D47Y,61.13218889,1.735986111,211,29,177,466,0,0,0,0,A
9/09a- 8,59.75488889,1.727333333,9,9,78.7,396.8,0,0,0,0,A
211/26-A20,61.10266667,1.072833333,211,26,156,499,0,0,0,0,A
211/19- 4,61.40728611,1.749402778,211,19,80,511,0,0,0,0,A
211/18- 10,61.4487675,1.5152175,211,18,64,553,0,0,0,0,A
210/24- 1A,61.22585278,0.667677778,210,24,87,511,0,0,0,0,A
211/29- 10,61.1643475,1.795015,211,29,90,480,0,0,0,0,A
16/02a- 3,58.94498083,1.321343611,16,2,92,411,0,0,0,0,A
211/13b- 11,61.50354167,1.426755556,211,13,84.9,577.6,0,0,0,0,A
211/14- 2Z,61.50830556,1.633777778,211,14,85,526,0,0,0,0,A
211/14- 4,61.58970167,1.615908611,211,14,85,607,0,0,0,0,A
211/16- 2,61.35920278,1.156605556,211,16,82,522,0,0,0,0,A
211/16- 4,61.34311111,1.158388889,211,16,78,522,0,0,0,0,A
211/16a- 6,61.38160278,1.158688889,211,16,85,618,0,0,0,0,A
211/16a-A8,61.35738889,1.161138889,211,16,184,520,0,0,0,0,A
211/17a- 2,61.33866111,1.319369444,211,17,79,154,0,0,0,0,A
211/18- 1,61.36120833,1.526522222,211,18,64,535,0,0,0,0,A
211/18- 3,61.38211111,1.578972222,211,18,64,531,0,0,0,0,A
9/11a- 9,59.58263806,1.064334444,9,11,82,340,0,0,0,0,A
16/01- 3,58.84981111,1.133119444,16,1,86,368,0,0,0,0,A
9/18b-A10Y,59.35094444,1.552388889,9,18,85,370,0,0,0,0,A
211/12a- 17,61.65940556,1.366097778,211,12,26,182.6,0,0,0,0,A
211/18- 5,61.4598975,1.481751389,211,18,64,555,0,0,0,0,A
211/18- 8,61.39054861,1.544760556,211,18,64,535,0,0,0,0,A
211/18- 13A,61.49814444,1.598808333,211,18,83,532,0,0,0,0,A
211/18- 15,61.49402056,1.5399525,211,18,82,559,0,0,0,0,A
211/18-A14A,61.36302778,1.579777778,211,18,147.5,532,0,0,0,0,A
211/18a-N6Z,61.49800639,1.600498889,211,18,85,537,0,0,0,0,A
210/25a-A1,61.276,0.9195,210,25,201,550,0,0,0,0,A
9/13a- 57,59.63620833,1.512308333,9,13,76,389,0,0,0,0,A
211/23a- 13Z,61.29293889,1.473316667,211,23,90,496,0,0,0,0,A
9/11a- 10,59.59791667,1.035091667,9,11,87,340,0,0,0,0,A
9/13a-A68,59.54586111,1.537944444,9,13,153,390,0,0,0,0,A
16/06b- 6,58.80616389,1.021675,16,6,92,361,0,0,0,0,A
211/12a-F2,61.63091667,1.281516667,211,12,85.302,616.8,0,0,0,0,A
9/18b-A16,59.35111111,1.552777778,9,18,85,370,0,0,0,0,A
9/08a- 18,59.75073889,1.573152778,9,8,82,404,0,0,0,0,A
16/03d- 14,58.97755556,1.5444,16,3,82,401,0,0,0,0,A
211/07a- 6,61.67648917,1.341377222,211,7,26,183,0,0,0,0,A
9/09d- 17,59.68005861,1.701908333,9,9,82,490,0,0,0,0,A
9/27a- 2,59.0445,1.255555556,9,27,86,413,0,0,0,0,A
9/12a- 9,59.62767222,1.396633333,9,12,86,364,0,0,0,0,A
3/21- 2,60.28886111,1.160194444,3,21,259.1,1318.5,0,0,0,0,A
16/03a- 2Z,58.88697222,1.552472222,16,3,82,387,0,0,0,0,A
16/03a-E17Y,58.87496833,1.543024722,16,3,210,380,0,0,0,0,A
9/13a-B38Z,59.61034167,1.513019444,9,13,183,390,0,0,0,0,A
9/18b-A7Z,59.35133333,1.553111111,9,18,85,370,0,0,0,0,A
211/29-C42,61.13233333,1.736138889,211,29,170,460,0,0,0,0,A
3/04- 5,60.92634722,1.724825,3,4,78,447,0,0,0,0,A
9/18b-A12,59.35153056,1.553472222,9,18,85,366,0,0,0,0,A
9/09a-A16,59.74381139,1.672206667,9,9,0,0,0,0,0,0,A
211/26-A21,61.10240333,1.072851111,211,26,160,493,0,0,0,0,A
9/18b-A5,59.35088889,1.553,9,18,85,370,0,0,0,0,A
211/28a-H32Y,61.069,1.402861111,211,28,164,485,0,0,0,0,A
9/09a-A17,59.74384972,1.672074167,9,9,50.8,122.2,0,0,0,0,A
211/29-C44,61.09617694,1.721825833,211,29,170,470,0,0,0,0,A
9/28a- 11,59.12602778,1.491472222,9,28,82,383,0,0,0,0,A
9/13a-B35Z,59.61033333,1.513027778,9,13,183,385,0,0,0,0,A
219/28- 2,62.12743056,0.465319444,219,28,85,1696,0,0,0,0,A
211/28-H7,61.06897222,1.402888889,211,28,84,486,0,0,0,0,A
211/23- 7,61.32386111,1.549527778,211,23,85,330,0,0,0,0,A
211/23b- 12Z,61.20408889,1.496947222,211,23,85,484,0,0,0,0,A
211/12- 6,61.65211667,1.342141667,211,12,25.298,180.624,0,0,0,0,A
211/12a- 22,61.56797222,1.262275,211,12,85.302,599.41,0,0,0,0,A
211/28-H36,61.06909528,1.402806389,211,28,164,486,0,0,0,0,A
211/29-A47,61.03491778,1.705338889,211,29,154,459,0,0,0,0,A
211/29-D40,61.13238889,1.736138889,211,29,177,466,0,0,0,0,A
211/21-N46Z,61.24047222,1.149527778,211,21,167,528,0,0,0,0,A
3/03-N27,60.90622222,1.421077778,3,3,139,463,0,0,0,0,A
9/13-A58,59.564,1.521083333,9,13,152,390,0,0,0,0,A
9/15a- 1,59.62058333,1.886055556,9,15,84.9,396.8,0,0,0,0,A
16/08c- 13,58.80733333,1.519972222,16,8,85,360,0,0,0,0,A
3/02-A8,60.89916667,1.271333333,3,2,109,481,0,0,0,0,A
3/02-A6,60.89930556,1.271111111,3,2,109,481,0,0,0,0,A
211/29-A48,61.03492528,1.705516111,211,29,154,460,0,0,0,0,A
210/24a- 8,61.19290833,0.740133333,210,24,86,550,0,0,0,0,A
3/14a-D10Y,60.62948333,1.652588889,3,14,56.001,201,0,0,0,0,A
211/29-B51,61.05576667,1.713494444,211,29,163,456,0,0,0,0,A
9/18b- 24,59.35094972,1.544758056,9,18,84,368,0,0,0,0,A
9/18b- 24Y,59.35094972,1.544758056,9,18,84,368,0,0,0,0,A
3/24c- 5,60.23813889,1.7385,3,24,80,363,0,0,0,0,A
9/18b-A7,59.35133333,1.553111111,9,18,85,370,0,0,0,0,A
9/18b-A8,59.35133333,1.553861111,9,18,85,370,0,0,0,0,A
210/25a-A11Y,61.27628167,0.919401389,210,25,201,550,0,0,0,0,A
9/02- 1,59.9095,1.266694444,9,2,80,388,0,0,0,0,A
211/16b- 7,61.47241667,1.077222222,211,16,85,590,0,0,0,0,A
211/13- 2,61.59748056,1.587686111,211,13,85,548,0,0,0,0,A
211/12a- 18,61.60789139,1.261756389,211,12,26,188,0,0,0,0,A
211/26a-P4Z,61.03347833,1.128803056,211,26,75,502,0,0,0,0,A
9/13a-B42,59.61034194,1.513019167,9,13,183,390,0,0,0,0,A
211/12a-M21,61.6200325,1.307667778,211,12,57.001,186,0,0,0,0,A
211/29-D39Y,61.13222444,1.735998889,211,29,117,466,0,0,0,0,A
3/04a-M5,60.92777778,1.706111111,3,4,80,447,0,0,0,0,A
210/24a-B4,61.25277694,0.735593611,210,24,84,519,0,0,0,0,A
