WGS84 UTM 30N
-73.67928377271164 132.60019007883966 159.479
-34.71479879214894 17.706637868657708 159.379
32.735473369131796 -109.95677394699305 159.579
43.608662199170794 -55.614624962210655 159.479
81.4377814385225 -19.979140223003924 159.379
-98.81373690429609 5.813767150044441 159.379
-53.368594683590345 -76.48121627420187 159.379
-15.557601244247053 -41.51775875594467 159.479
57.02311903546797 -143.06228764820844 159.479
-77.13856938382378 114.68577852100134 159.479
74.23102305992506 -56.22365446109325 159.379
72.09567952796351 -67.08577584195882 159.379
-29.60443536483217 43.058106732554734 159.379
-103.0884371889988 -15.959782734513283 159.479
-19.84424363373546 -63.096618625335395 159.379
60.052437339909375 27.504109738394618 159.279
-45.64096826285822 117.02607075870037 159.579
21.648686827975325 -9.957785106264055 159.379
36.92095747333951 65.96676429454237 159.279
-25.641703549132217 -92.35628896392882 159.379
82.16402541205753 -16.380025366321206 159.379
-38.91122100583743 -4.020312472246587 159.579
37.22199787950376 -88.12046260293573 159.379
92.27833057771204 34.409417705610394 159.279
61.298864211014006 -121.31639733538032 159.379
31.384798918443266 -117.31541921943426 159.779
-49.385486035607755 98.99309275764972 159.579
70.34622778254561 78.32507818937302 159.579
42.16520715446677 91.36829310748726 159.579
60.052437339909375 27.504109738394618 159.279
-54.6122452042182 73.65359605848789 159.379
46.350953384826425 -41.21569267753512 159.279
-41.78642697085161 -18.496977305971086 159.579
33.153665177873336 47.887240999378264 159.379
-44.08663645485649 -29.334893682971597 159.379
42.74429239984602 -59.16475643403828 159.479
-74.50848220195621 -27.595522035844624 159.379
65.69768369779922 -99.6164393350482 159.479
-7.356049413967412 -1.7289984002709389 159.679
85.73008965939516 1.7080857055261731 159.379
40.772196488804184 -70.1654252819717 159.679
50.73192472662777 -19.636417060159147 159.379
13.234287755098194 103.2493289038539 159.479
-52.020724057394546 -69.2277513295412 159.479
-111.05505689542042 -55.7382212234661 159.479
90.08175755699631 23.506860248744488 159.379
9.134611540299375 81.51339847035706 159.479
16.633514124783687 -35.37391270697117 159.479
98.97800546057988 67.01545069925487 159.379
9.904120475810487 85.10647289361805 159.379
58.6931700911955 20.250563907437027 159.479
-108.15968331531622 -41.24916537478566 159.579
43.608662199170794 -55.614624962210655 159.479
93.04270064184675 38.027228456921875 159.279
68.18634156911867 67.37627969030291 159.379
4.634537049510982 59.76055842079222 159.379
66.79390760959359 60.1133325304836 159.479
-105.33734711946454 -26.785109273158014 159.379
-32.43098809744697 28.47028350364417 159.479
68.59619974257657 -85.2416628235951 159.479
8.003226996515878 -78.76383430417627 159.279
15.126128614472691 -42.58777932263911 159.479
-112.59584013104904 -62.97071365546435 159.379
-41.06338593631517 -14.9009890248999 159.479
39.42262723261956 -77.36326476093382 159.579
22.396581077890005 -6.358602514490485 159.379
37.65198428253643 69.62773699592799 159.279
-27.312670427316334 53.91146429814398 159.379
-71.64279818651266 -13.208595257252455 159.479
-76.43731002986897 118.334253446199 159.579
-46.20229880709667 -40.209250185638666 159.379
43.608662199170794 -55.614624962210655 159.479
59.216423955978826 23.93243060261011 159.379
69.55210845160764 74.66077708825469 159.479
-64.4444301725598 22.936668853275478 159.379
55.69728991296142 5.705355388112366 159.479
-23.0831103308592 75.6292718295008 159.279
